City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,dellys,36.9172,3.9131,78.12,79,0,4.43,DZ,1690838358
365,gizo,-8.103,156.8419,79.95,84,100,18.25,SB,1690838358
366,ma'an,26.9775,110.7211,75.78,96,100,2.44,CN,1690838359
367,pama,11.2497,0.7075,81.21,70,69,9.73,BF,1690838359
368,karachi,24.9056,67.0822,84.02,74,75,12.66,PK,1690838360
369,kilkis,40.9919,22.8708,79.29,61,62,0.92,GR,1690838360
370,rocky mountain house,52.3668,-114.9188,71.71,56,6,6.91,CA,1690838360
371,phalaborwa,-23.943,31.1411,59.88,26,0,4.45,ZA,1690838361
372,nar'yan-mar,67.6713,53.087,67.42,64,10,7.2,RU,1690838266
373,lib,8.3122,167.3766,82.81,79,57,14.05,MH,1690838362
374,kouango,4.9934,19.9619,73.54,94,100,1.57,CF,1690838362
375,matoury,4.8483,-52.3317,84.16,74,0,11.5,GF,1690838362
376,mogok,22.9167,96.5,67.14,99,100,2.46,MM,1690838363
377,as samawah,31.332,45.2944,102.25,11,0,8.97,IQ,1690838363
378,east london,-33.0153,27.9116,56.59,57,11,22.75,ZA,1690838364
379,lexington,37.9887,-84.4777,86.0,47,0,8.05,US,1690838364
380,saudarkrokur,65.7461,-19.6394,49.15,90,53,3.47,IS,1690838365
381,tongouson,5.0214,120.1328,82.8,75,6,9.15,PH,1690838365
382,mindelo,16.8901,-24.9804,81.95,74,40,11.5,CV,1690838366
383,gornopravdinsk,60.05,69.9,60.67,97,100,4.29,RU,1690838366
384,newman,37.3138,-121.0208,99.05,8,2,3.67,US,1690838367
385,palmer,42.1584,-72.3287,79.21,52,75,16.11,US,1690838070
386,kungalv,57.871,11.9805,57.67,93,2,2.44,SE,1690838240
387,qaisumah,28.3112,46.1273,94.96,11,0,3.44,SA,1690838368
388,beidao,34.5686,105.8933,68.16,92,5,2.62,CN,1690838368
389,sherbakul',54.6316,72.3963,64.9,79,34,0.34,RU,1690838369
390,chita,52.0333,113.55,58.89,93,85,2.24,RU,1690838349
391,hue,16.4667,107.6,84.31,74,40,2.3,VN,1690838195
392,rio preto da eva,-2.6994,-59.6997,88.93,44,95,0.92,BR,1690838370
393,vila franca do campo,37.7167,-25.4333,75.61,90,61,3.33,PT,1690838370
394,urangan,-25.3,152.9,63.09,83,28,3.18,AU,1690838371
395,cannonvale,-20.2833,148.7,67.39,88,6,11.05,AU,1690838371
396,nogliki,51.8333,143.1667,57.74,88,100,9.78,RU,1690838371
397,rumphi,-11.0186,33.8575,60.3,61,4,3.56,MW,1690838372
398,ilhabela,-23.7781,-45.3581,68.09,87,40,4.36,BR,1690838372
399,kuragino,53.8975,92.6725,60.94,79,1,2.48,RU,1690838373
400,the pas,53.8251,-101.2541,80.62,50,40,16.11,CA,1690838373
401,choix,26.7092,-108.3219,100.51,31,0,8.01,MX,1690838373
402,chicoana,-25.1009,-65.5331,78.85,27,0,7.11,AR,1690838374
403,nadym,65.5333,72.5167,59.34,86,27,8.66,RU,1690838374
404,varadero,23.1536,-81.2514,92.16,67,20,13.85,CU,1690838375
405,kodinar,20.7903,70.7031,80.22,88,100,19.06,IN,1690838375
406,wanning,18.8003,110.3967,79.9,89,100,3.87,CN,1690838376
407,toamasina,-18.1667,49.3833,69.8,94,75,3.44,MG,1690838376
408,puerto san jose,13.9256,-90.8244,88.14,63,59,7.56,GT,1690838376
409,mana,5.6592,-53.7767,81.03,80,10,10.36,GF,1690838377
410,banda aceh,5.5577,95.3222,80.1,80,94,13.04,ID,1690838377
411,beterou,9.1992,2.2586,74.98,91,97,3.15,BJ,1690838378
412,mouila,-1.8685,11.0559,73.2,75,76,5.14,GA,1690838378
413,khovd,48.0056,91.6419,62.91,79,97,1.97,MN,1690838379
414,poso,-1.3959,120.7524,83.34,66,89,5.21,ID,1690838379
415,anastacio,-20.4836,-55.8069,86.76,27,0,4.41,BR,1690838380
416,auki,-8.7676,160.7034,76.01,86,56,7.45,SB,1690838380
417,salinopolis,-0.6136,-47.3561,79.05,85,8,12.28,BR,1690838380
418,crane,31.3974,-102.3501,98.96,25,36,16.24,US,1690838381
419,moengo,5.6167,-54.4,83.52,69,46,6.02,SR,1690838381
420,minas de marcona,-15.2119,-75.1103,65.05,62,25,11.12,PE,1690838382
421,mount isa,-20.7333,139.5,60.57,59,77,8.05,AU,1690838383
422,las toscas,-28.3529,-59.258,79.7,52,11,5.41,AR,1690838383
423,inirida,3.8653,-67.9239,82.49,83,37,1.48,CO,1690838384
424,broome,42.2506,-75.833,72.7,72,40,9.22,US,1690838384
425,dudinka,69.4058,86.1778,58.62,93,4,11.1,RU,1690838384
426,beledweyne,4.7358,45.2036,77.2,65,29,19.39,SO,1690838385
427,ola,59.5833,151.2833,55.15,87,100,5.86,RU,1690838385
428,broken hill,-31.95,141.4333,45.66,86,0,8.72,AU,1690838387
429,ringsted,55.4426,11.7901,62.38,96,99,5.7,DK,1690838387
430,gornozavodsk,58.3758,58.3211,62.44,80,85,3.6,RU,1690838388
431,karaton,-6.3424,106.1045,69.6,92,12,2.01,ID,1690838388
432,page,36.9147,-111.4558,92.98,30,0,6.91,US,1690838389
433,conception bay south,47.4999,-52.9981,63.91,88,86,8.93,CA,1690838389
434,mount gambier,-37.8333,140.7667,48.99,94,70,3.6,AU,1690838390
435,moree,-29.4667,149.85,46.6,69,0,6.29,AU,1690838390
436,arenapolis,-14.4503,-56.8461,94.14,21,16,4.9,BR,1690838391
437,roxas,11.5853,122.7511,75.15,86,100,6.15,PH,1690838391
438,kolonia town,6.964,158.206,82.06,77,75,7.47,FM,1690838392
439,oriximina,-1.7656,-55.8661,93.06,39,29,6.4,BR,1690838392
440,huancavelica,-12.7667,-74.9833,47.05,41,99,11.1,PE,1690838393
441,sumbe,-11.2061,13.8437,68.99,89,82,8.19,AO,1690838393
442,namtsy,62.7161,129.6658,53.37,61,99,12.21,RU,1690838394
443,lanzhou,36.0564,103.7922,77.56,53,91,2.73,CN,1690838211
444,cabo san lucas,22.8909,-109.9124,100.62,55,0,11.5,MX,1690838394
445,barakani,-12.1356,44.4317,76.12,79,3,2.15,KM,1690838395
446,kyzyl-suu,42.3414,78.0056,59.86,67,47,3.02,KG,1690838395
447,okha,53.5739,142.9478,56.43,90,100,14.65,RU,1690838396
448,malmberget,67.1753,20.6549,59.56,72,75,3.44,SE,1690838396
449,nizhniy kuranakh,58.8353,125.4869,51.91,81,100,2.13,RU,1690838397
450,cape canaveral,28.4058,-80.6048,75.27,85,75,21.85,US,1690838397
451,kavieng,-2.5744,150.7967,81.95,77,100,7.27,PG,1690838397
452,santa vitoria do palmar,-33.5189,-53.3681,55.33,80,96,5.97,BR,1690838398
453,khorramabad,33.4878,48.3558,76.62,20,0,4.61,IR,1690838102
454,saint-laurent-du-maroni,5.5039,-54.0289,79.97,83,51,5.17,GF,1690838399
455,tosontsengel,48.7567,98.2839,56.84,93,100,2.39,MN,1690838400
456,kenora,49.8167,-94.4337,74.37,53,40,3.44,CA,1690838400
457,howard springs,-12.497,131.047,69.71,70,5,6.04,AU,1690838401
458,keetmanshoop,-26.5833,18.1333,48.83,29,0,10.4,NA,1690838401
459,camalu,30.85,-116.0667,79.0,61,75,10.13,MX,1690838402
460,goundam,16.4145,-3.6708,101.61,24,9,5.91,ML,1690838403
461,tsiombe,-25.3,45.4833,63.61,82,39,4.81,MG,1690838404
462,port augusta,-32.5,137.7667,47.52,85,0,4.43,AU,1690838404
463,tangalle,6.024,80.7911,79.03,84,100,14.32,LK,1690838404
464,misratah,32.3754,15.0925,81.95,75,0,8.72,LY,1690838405
465,horta,38.5333,-28.6333,77.02,89,28,1.01,PT,1690838405
466,piste,20.7,-88.5833,93.25,52,75,11.5,MX,1690838406
467,puno,-15.8333,-70.0333,56.77,29,1,11.63,PE,1690838406
468,ghormach,35.7306,63.7826,83.37,20,0,5.32,AF,1690838407
469,sassandra,4.95,-6.0833,74.77,94,98,7.25,CI,1690838407
470,leh,34.1667,77.5833,64.33,44,18,5.23,IN,1690838407
471,turpan,42.9333,89.1667,84.97,43,26,2.55,CN,1690838408
472,askoy,60.4092,5.226,62.02,49,40,8.05,NO,1690838408
473,pariaman,-0.619,100.12,78.85,89,77,3.47,ID,1690838409
474,arraial do cabo,-22.9661,-42.0278,67.86,83,0,8.05,BR,1690838070
475,nasiriyah,31.0521,46.261,101.52,10,0,11.54,IQ,1690838409
476,kargopol',61.5071,38.9456,60.55,96,100,5.08,RU,1690838410
477,isiro,2.7739,27.616,67.12,95,100,0.51,CD,1690838410
478,vilhena,-12.7406,-60.1458,88.02,33,0,6.91,BR,1690838411
479,baoding,38.8511,115.4903,76.37,99,100,3.74,CN,1690838411
480,tindouf,27.6711,-8.1474,106.25,7,40,4.61,DZ,1690838412
481,ruy barbosa,-12.2839,-40.4939,72.77,68,100,1.63,BR,1690838412
482,schuylkill haven,40.6307,-76.1711,82.85,49,6,5.01,US,1690838413
483,haiku-pauwela,20.9219,-156.3051,83.25,64,20,21.85,US,1690838413
484,luanda,-8.8368,13.2343,69.8,88,75,5.75,AO,1690838339
485,usogorsk,63.4106,48.6872,63.63,73,10,5.14,RU,1690838414
486,touros,-5.1989,-35.4608,77.43,79,41,18.21,BR,1690838414
487,sonqor,34.7837,47.6004,72.61,16,6,3.67,IR,1690838415
488,luderitz,-26.6481,15.1594,60.94,36,0,10.31,NA,1690838415
489,waingapu,-9.6567,120.2641,73.94,88,39,10.65,ID,1690838416
490,puttur,12.7667,75.2167,78.91,95,91,0.72,IN,1690838416
491,kananga,-5.8958,22.4178,76.26,25,8,3.91,CD,1690838416
492,pilar do sul,-23.8131,-47.7164,62.44,63,10,2.01,BR,1690838417
493,dubbo,-32.25,148.6167,35.73,100,0,8.05,AU,1690838417
494,thunder bay,48.4001,-89.3168,71.58,68,100,5.75,CA,1690838418
495,nova sintra,14.8667,-24.7167,74.73,83,36,7.87,CV,1690838418
496,taro,-8.3862,115.28,71.6,95,49,1.43,ID,1690838418
497,comodoro rivadavia,-45.8667,-67.5,58.86,41,20,19.57,AR,1690838145
498,madang,-5.2246,145.7966,79.14,89,98,4.03,PG,1690838419
499,trou du nord,19.6333,-72.0167,87.51,77,100,10.63,HT,1690838420
500,bintulu,3.1667,113.0333,77.41,100,20,3.44,MY,1690838420
501,longjiang,47.3303,123.1836,75.88,72,100,7.07,CN,1690838420
502,bosaso,11.2842,49.1816,93.15,40,100,23.11,SO,1690838421
503,san rafael,-34.6177,-68.3301,75.06,23,1,14.5,AR,1690838421
504,kismayo,-0.3582,42.5454,75.65,82,9,14.92,SO,1690838422
505,bryne,58.7354,5.6477,59.99,90,0,5.75,NO,1690838422
506,calvinia,-31.4707,19.776,38.98,81,0,5.68,ZA,1690838423
507,hollidaysburg,40.4273,-78.3889,81.52,47,20,8.05,US,1690838423
508,luau,-10.7073,22.2247,68.63,26,96,7.11,AO,1690838137
509,papao,-17.75,-149.55,83.88,75,10,27.45,PF,1690838424
510,kangding,30.0513,101.9603,60.24,93,91,1.39,CN,1690838424
511,shimanovsk,52.0,127.7,66.13,93,34,6.96,RU,1690838425
512,chibougamau,49.9168,-74.3659,56.82,54,100,12.66,CA,1690838425
513,port moresby,-9.4431,147.1797,76.42,83,100,11.5,PG,1690838425
514,bayanhongor,46.7167,100.1167,59.2,52,76,6.06,MN,1690838426
515,mawlaik,23.6333,94.4167,76.78,99,99,1.99,MM,1690838426
516,richards bay,-28.783,32.0377,64.22,52,68,6.62,ZA,1690838427
517,shalkar,47.8288,59.6258,80.94,28,82,14.65,KZ,1690838427
518,umm kaddadah,13.6017,26.6876,84.18,48,49,13.85,SD,1690838428
519,hotan,37.0997,79.9269,78.53,33,9,5.82,CN,1690838428
520,mejit,10.2753,170.8646,82.53,79,95,13.82,MH,1690838046
521,nagqu,31.5,92.0,42.37,94,100,2.44,CN,1690838429
522,ambatolampy,-19.3833,47.4167,54.59,82,76,1.19,MG,1690838429
523,tucurui,-3.7661,-49.6725,88.25,46,51,3.49,BR,1690838430
524,mili,6.0815,171.735,81.63,82,100,16.64,MH,1690838430
525,forbes,-33.3833,148.0167,39.92,93,0,3.0,AU,1690838431
526,owatonna,44.0839,-93.226,82.76,43,0,6.91,US,1690838431
527,luwingu,-10.2621,29.9271,58.57,36,11,4.0,ZM,1690838432
528,zhangjiakou shi xuanhua qu,40.6103,115.0447,72.77,97,100,5.12,CN,1690838432
529,gardiner,44.2301,-69.7753,73.35,75,75,3.44,US,1690838433
530,buka,40.8108,69.1986,78.69,24,2,3.38,UZ,1690838433
531,tan-tan,28.438,-11.1032,70.84,80,0,12.15,MA,1690838433
532,alto barinas,8.5931,-70.2261,85.73,68,32,6.62,VE,1690838434
533,kalabo,-14.97,22.6814,57.94,28,12,7.47,ZM,1690838434
534,san pa tong,18.6283,98.8957,79.79,94,75,3.44,TH,1690838435
535,menongue,-14.6585,17.691,55.87,35,58,4.9,AO,1690838435
536,igrim,63.1906,64.4162,57.47,78,21,4.94,RU,1690838435
537,chisec,15.8167,-90.2833,88.03,72,100,3.24,GT,1690838436
538,kiunga,-6.1219,141.2906,72.82,95,99,2.71,PG,1690837849
539,quepos,9.4236,-84.1652,83.14,81,90,3.83,CR,1690838437
540,maceio,-9.6658,-35.7353,76.44,83,40,5.75,BR,1690838437
541,aljezur,37.3191,-8.8033,65.19,90,0,14.45,PT,1690838437
542,happy valley-goose bay,53.3168,-60.3315,61.11,82,75,4.61,CA,1690838063
543,caleta de carquin,-11.0925,-77.6267,70.92,71,5,11.81,PE,1690838438
544,palu,-0.8917,119.8707,74.79,92,52,2.98,ID,1690838439
545,kingscliff,-28.2667,153.5667,57.0,100,17,4.61,AU,1690838439
546,cleburne,32.3476,-97.3867,107.78,28,0,11.99,US,1690838439
547,mil'kovo,55.6078,37.7956,66.06,64,22,4.79,RU,1690838440
548,petrozavodsk,61.7849,34.3469,54.86,100,92,4.47,RU,1690838440
549,opuwo,-18.0607,13.84,60.24,24,7,7.54,NA,1690838441
550,taoudenni,22.6783,-3.9836,106.38,8,0,11.16,ML,1690838073
551,anzhero-sudzhensk,56.081,86.0285,61.14,94,64,3.6,RU,1690838441
552,gurlan,41.8447,60.3919,84.11,26,50,10.45,UZ,1690838442
553,laascaanood,8.4774,47.3597,77.47,50,72,28.39,SO,1690838442
554,kerikeri,-35.2268,173.9474,48.9,95,21,3.94,NZ,1690838443
555,al jawf,29.5,38.75,87.26,17,0,8.52,SA,1690838443
556,anloga,5.7947,0.8973,76.89,91,100,14.79,GH,1690838444
557,garden city,42.3256,-83.331,80.06,49,75,8.05,US,1690838444
558,hargeysa,9.56,44.065,73.29,54,17,25.75,SO,1690838444
559,flin flon,54.7682,-101.865,78.64,50,75,4.61,CA,1690838445
560,ust'-kut,56.7938,105.7672,59.9,90,0,2.1,RU,1690838445
561,korla,41.7597,86.1469,78.35,44,16,4.09,CN,1690838446
562,chayan,43.0297,69.3772,83.62,19,2,6.06,KZ,1690838446
563,suntar,62.1444,117.6319,49.28,61,0,4.59,RU,1690838446
564,galveston,29.3669,-94.9669,105.1,51,1,1.01,US,1690838447
565,lamesa,32.7376,-101.951,98.53,24,0,11.65,US,1690838447
566,lyangasovo,58.5176,49.4472,63.43,95,100,1.97,RU,1690838327
567,katabu,-4.9333,122.5167,73.44,87,63,3.96,ID,1690838058
568,huarmey,-10.0681,-78.1522,72.34,70,3,11.52,PE,1690838449
569,island harbour,50.724,-1.2758,62.92,93,100,3.0,GB,1690838449
570,ndjole,-0.1783,10.7649,77.38,71,98,2.82,GA,1690838449
571,lambarene,-0.7001,10.2406,75.15,74,100,8.1,GA,1690838450
572,bada barabil,22.1167,85.4,75.72,93,100,5.95,IN,1690838450
573,taman',45.2117,36.7161,79.07,57,52,10.69,RU,1690838451
574,namsos,64.4662,11.4957,64.31,68,75,16.11,NO,1690838451
575,caorle,45.5966,12.8758,76.96,71,100,5.23,IT,1690838399
576,ulsteinvik,62.3432,5.8487,61.7,89,78,5.01,NO,1690838452
577,nuku'alofa,-21.1333,-175.2,70.14,68,100,14.97,TO,1690838452
578,sao gabriel da cachoeira,-0.1303,-67.0892,86.11,65,61,3.02,BR,1690838453
579,prince albert,53.2001,-105.7677,76.95,69,20,8.05,CA,1690838453
580,granville,-33.8333,151.0167,56.3,81,0,13.8,AU,1690838454
581,pokrovsk,48.282,37.1758,72.7,50,55,5.7,UA,1690838455
582,satu mare,47.8,22.8833,65.07,88,34,2.3,RO,1690838455
583,greymouth,-42.4667,171.2,49.06,79,20,3.74,NZ,1690838456
584,shivpuri,25.4333,77.65,78.82,85,99,10.51,IN,1690838456
585,north side,19.35,-81.2,90.0,66,40,11.5,KY,1690838457
586,winnemucca,40.973,-117.7357,96.85,9,0,10.36,US,1690838457
587,ust'-kalmanka,52.1207,83.305,65.52,76,0,2.44,RU,1690838458
588,gombong,-7.6072,109.5142,70.09,96,47,2.51,ID,1690838459
589,new plymouth,-39.0667,174.0833,52.32,92,16,10.96,NZ,1690838460
590,kitcharao,9.455,125.5731,78.49,86,53,4.99,PH,1690838460
591,isla mujeres,21.2311,-86.731,87.85,64,91,8.72,MX,1690838461
592,kupang,-10.1667,123.5833,72.28,79,76,7.52,ID,1690838461
